Country;IDCountry;populationGroup;IDpopulationGroup;CategoryLevel;Category1;IDCategory1;Category2;IDCategory2;avg_consume [grams/day/person];avg_consume [grams/kg body weight]
France;75;Adults;10;2;Fish and Seafood;10488027;Processed Fish and Seafood;10490580;15,599;0,231
Netherlands;162;Elderly;12;2;Meat and meat products;10487577;Other meat products;10488018;15,597;0,186
Estonia;63;Infants;1;2;Meat and meat products;10487577;Processed Meat ;10487951;15,592;1,637
Finland;70;Adolescents;7;2;Vegetables;10486258;Edible Flowers;10486301;15,576;0,291
Belgium;22;Elderly;12;2;Vegetables;10486258;Edible Flowers;10486301;15,568;0,215
Ireland;101;Adults;10;2;Fish and Seafood;10488027;Processed Fish and Seafood;10490580;15,545;0,213
Romania;185;Very_elderly;13;2;Meat and meat products;10487577;Processed Meat ;10501078;15,476;0,194
United Kingdom;77;Adults;10;2;Meat and meat products;10487577;Processed Meat ;10487947;15,467;0,196
Portugal;180;Elderly;12;2;Meat and meat products;10487577;Unprocessed Meat;10501179;15,433;0,206
Spain;67;Adolescents;7;2;Vegetables;10486258;Roots and Tubers Vegetables;10486543;15,371;0,332
Portugal;180;Very_elderly;13;2;Meat and meat products;10487577;Unprocessed Meat;10501179;15,367;0,194
United Kingdom;77;Adults;10;2;Meat and meat products;10487577;Unprocessed Meat;10501070;15,361;0,203
Bulgaria;24;Very_elderly;13;2;Vegetables;10486258;Roots and Tubers Vegetables;10486543;15,339;0,222
Denmark;58;Very_elderly;13;2;Fruits and fruit products;10487162;Processed Fruit;10487476;15,299;0,22
Estonia;63;Adults;10;2;Fish and Seafood;10488027;Fish;10488273;15,286;0,212
Finland;70;Adolescents;7;2;Fish and Seafood;10488027;Processed Fish and Seafood;10490580;15,272;0,299
Estonia;63;Adults;10;2;Vegetables;10486258;Edible Flowers;10486301;15,208;0,198
Spain;67;Adults;10;2;Fish and Seafood;10488027;Seafood;10488439;15,2;0,198
United Kingdom;77;Adults;10;2;Vegetables;10486258;Other Vegetable products;10486636;15,186;0,2
Spain;67;Adults;10;2;Fish and Seafood;10488027;Seafood;10488439;15,162;0,216
Ireland;101;Very_elderly;13;2;Vegetables;10486258;Edible Flowers;10486301;15,159;0,221
France;75;Adults;10;2;Vegetables;10486258;Fresh Vegetables;10486585;15,147;0,227
Portugal;180;Elderly;12;2;Meat and meat products;10487577;Processed Meat ;10490573;15,107;0,2
Austria;14;Adolescents;7;2;Vegetables;10486258;Other Vegetable products;10486636;15,088;0,344
Germany;56;Adolescents;7;2;Vegetables;10486258;Other Vegetable products;10486636;15,077;0,237
Netherlands;162;Elderly;12;2;Vegetables;10486258;Fresh Vegetables;10486607;15,076;0,196
Portugal;180;Adults;10;2;Meat and meat products;10487577;Unprocessed Meat;10501179;15,066;0,233
Denmark;58;Very_elderly;13;2;Vegetables;10486258;Fresh Vegetables;10486393;15,052;0,204
Portugal;180;Adolescents;7;2;Vegetables;10486258;Fresh Vegetables;10486393;15,031;0,296
Germany;56;Infants;1;1;Meat and meat products;10487577;NULL;NULL;15,013;1,582
France;75;Elderly;12;2;Fish and Seafood;10488027;Processed Fish and Seafood;10490580;15;0,212
Austria;14;Elderly;12;2;Meat and meat products;10487577;Other meat products;10488018;15;0,203
Croatia;97;Adults;10;2;Fish and Seafood;10488027;Fish;10488273;15;0,196
Ireland;101;Adults;10;2;Meat and meat products;10487577;Unprocessed Meat;10501080;15;0,279
Italy;108;Infants;1;2;Meat and meat products;10487577;Processed Meat ;10490573;15;1,5
Latvia;132;Adolescents;7;2;Meat and meat products;10487577;Processed Meat ;10501078;15;0,224
Latvia;132;Adolescents;7;2;Meat and meat products;10487577;Other meat products;10488018;15;0,259
Spain;67;Adults;10;2;Meat and meat products;10487577;Unprocessed Meat;10487760;15;0,231
United Kingdom;77;Elderly;12;2;Water and water based drinks;10489266;Water and water based drinks;10489266;15;0,23
United Kingdom;77;Infants;1;2;Fish and Seafood;10488027;Fish;10488273;15;1,515
France;75;Adolescents;7;2;Fish and Seafood;10488027;Processed Fish and Seafood;10490580;14,962;0,318
Spain;67;Adults;10;2;Meat and meat products;10487577;Other meat products;10488018;14,952;0,229
France;75;Adults;10;2;Meat and meat products;10487577;Unprocessed Meat;10487795;14,941;0,213
Slovenia;196;Adults;10;2;Meat and meat products;10487577;Unprocessed Meat;10487795;14,925;0,194
Spain;67;Adolescents;7;2;Vegetables;10486258;Other Vegetable products;10486636;14,917;0,256
Portugal;180;Elderly;12;2;Vegetables;10486258;Processed Vegetables;10486762;14,891;0,2
Netherlands;162;Elderly;12;2;Water and water based drinks;10489266;Beverages Concentrates;10490623;14,884;0,207
Denmark;58;Elderly;12;2;Vegetables;10486258;Fresh Vegetables;10486393;14,857;0,201
Finland;70;Elderly;12;2;Vegetables;10486258;Fresh Vegetables;10486585;14,829;0,198
Denmark;58;Adults;10;2;Alcoholic beverages;10489503;Spirit Drinks and Liquers;10490639;14,819;0,199
Denmark;58;Adolescents;7;1;Fish and Seafood;10488027;NULL;NULL;14,818;0,302
Portugal;180;Adolescents;7;2;Fish and Seafood;10488027;Seafood;10488301;14,782;0,308
United Kingdom;77;Infants;1;2;Meat and meat products;10487577;Unprocessed Meat;10501073;14,753;1,588
France;75;Adults;10;2;Fish and Seafood;10488027;Seafood;10488341;14,748;0,224
France;75;Elderly;12;2;Fish and Seafood;10488027;Seafood;10488341;14,737;0,208
Spain;67;Adults;10;2;Vegetables;10486258;Edible Flowers;10486301;14,735;0,206
Portugal;180;Adults;10;2;Meat and meat products;10487577;Other meat products;10488018;14,718;0,199
Romania;185;Very_elderly;13;2;Meat and meat products;10487577;Processed Meat ;10490573;14,71;0,218
Belgium;22;Adolescents;7;2;Vegetables;10486258;Edible Flowers;10486301;14,698;0,241
France;75;Adults;10;2;Meat and meat products;10487577;Unprocessed Meat;10487725;14,691;0,21
Finland;70;Adolescents;7;2;Vegetables;10486258;Fresh Vegetables;10486260;14,606;0,269
Portugal;180;Adolescents;7;2;Vegetables;10486258;Legumes;10486507;14,6;0,307
Germany;56;Infants;1;2;Vegetables;10486258;Fresh Vegetables;10486585;14,597;1,669
Spain;67;Adolescents;7;2;Vegetables;10486258;Edible Flowers;10486301;14,58;0,235
France;75;Adolescents;7;2;Meat and meat products;10487577;Other meat products;10487831;14,56;0,302
Denmark;58;Adults;10;2;Alcoholic beverages;10489503;Spirit Drinks and Liquers;10490639;14,504;0,194
Ireland;101;Adults;10;2;Meat and meat products;10487577;Other meat products;10488018;14,5;0,205
Hungary;99;Adults;10;2;Meat and meat products;10487577;Processed Meat ;10501078;14,499;0,21
Denmark;58;Adolescents;7;1;Fish and Seafood;10488027;NULL;NULL;14,478;0,292
Bulgaria;24;Elderly;12;2;Vegetables;10486258;Edible Flowers;10486680;14,415;0,204
Finland;70;Adolescents;7;2;Fruits and fruit products;10487162;Processed Fruit;10487476;14,384;0,27
Bulgaria;24;Very_elderly;13;2;Vegetables;10486258;Edible Flowers;10486680;14,372;0,211
United Kingdom;77;Adults;10;2;Vegetables;10486258;Legumes;10486507;14,352;0,197
Romania;185;Adults;10;2;Vegetables;10486258;Fresh Vegetables;10486585;14,338;0,201
France;75;Adolescents;7;2;Alcoholic beverages;10489503;Spirit Drinks and Liquers;10490639;14,337;0,242
Portugal;180;Infants;1;2;Vegetables;10486258;Legumes;10486507;14,337;1,713
Denmark;58;Adults;10;2;Fruits and fruit products;10487162;Processed Fruit;10487476;14,319;0,198
Poland;175;Adolescents;7;2;Meat and meat products;10487577;Unprocessed Meat;10487675;14,31;0,288
France;75;Adults;10;2;Vegetables;10486258;Fresh Vegetables;10486607;14,307;0,211
Finland;70;Adults;10;2;Meat and meat products;10487577;Unprocessed Meat;10487760;14,29;0,215
Romania;185;Elderly;12;2;Meat and meat products;10487577;Unprocessed Meat;10487795;14,286;0,159
Romania;185;Very_elderly;13;2;Fish and Seafood;10488027;Processed Fish and Seafood;10490580;14,286;0,17
Denmark;58;Very_elderly;13;2;Meat and meat products;10487577;Processed Meat ;10487951;14,268;0,221
France;75;Adults;10;2;Meat and meat products;10487577;Processed Meat ;10501078;14,268;0,202
Denmark;58;Very_elderly;13;2;Vegetables;10486258;Fresh Vegetables;10486393;14,261;0,195
Spain;67;Adolescents;7;2;Fish and Seafood;10488027;Seafood;10488439;14,25;0,22
France;75;Adults;10;2;Water and water based drinks;10489266;Beverages Concentrates;10490623;14,249;0,204
France;75;Adults;10;2;Meat and meat products;10487577;Unprocessed Meat;10487892;14,244;0,2
Finland;70;Adults;10;2;Fish and Seafood;10488027;Seafood;10488341;14,21;0,193
United Kingdom;77;Adults;10;2;Vegetables;10486258;Edible Flowers;10486301;14,209;0,191
Bulgaria;24;Infants;1;2;Vegetables;10486258;Roots and Tubers Vegetables;10486543;14,192;1,656
United Kingdom;77;Very_elderly;13;2;Meat and meat products;10487577;Unprocessed Meat;10487760;14,175;0,203
Portugal;180;Very_elderly;13;2;Fish and Seafood;10488027;Seafood;10488439;14,16;0,193
Germany;56;Adolescents;7;2;Meat and meat products;10487577;Processed Meat ;10490573;14,131;0,36
France;75;Adolescents;7;2;Fish and Seafood;10488027;Seafood;10488301;14,127;0,311
Estonia;63;Adults;10;2;Vegetables;10486258;Fresh Vegetables;10486585;14,124;0,185
Belgium;22;Very_elderly;13;2;Meat and meat products;10487577;Other meat products;10487577;14,111;0,211
Finland;70;Adults;10;2;Vegetables;10486258;Edible Flowers;10486301;14,053;0,185
Romania;185;Elderly;12;2;Meat and meat products;10487577;Other meat products;10488018;14,034;0,186
Latvia;132;Adults;10;2;Fish and Seafood;10488027;Seafood;10488341;14;0,255
Belgium;22;Elderly;12;2;Meat and meat products;10487577;Other meat products;10487577;14;0,208
United Kingdom;77;Adults;10;2;Fish and Seafood;10488027;Seafood;10488341;13,99;0,194
Romania;185;Very_elderly;13;2;Vegetables;10486258;Fresh Vegetables;10486585;13,979;0,196
France;75;Adolescents;7;2;Meat and meat products;10487577;Other meat products;10488018;13,959;0,298
Estonia;63;Infants;1;2;Vegetables;10486258;Fresh Vegetables;10486393;13,952;1,498
Bulgaria;24;Elderly;12;2;Vegetables;10486258;Roots and Tubers Vegetables;10486543;13,938;0,196
Spain;67;Elderly;12;2;Vegetables;10486258;Roots and Tubers Vegetables;10486543;13,903;0,198
France;75;Adolescents;7;2;Vegetables;10486258;Fresh Vegetables;10486260;13,883;0,294
Denmark;58;Adults;10;2;Vegetables;10486258;Fresh Vegetables;10486260;13,882;0,19
Portugal;180;Very_elderly;13;2;Meat and meat products;10487577;Processed Meat ;10490573;13,85;0,192
France;75;Elderly;12;2;Vegetables;10486258;Processed Vegetables;10486762;13,835;0,2
United Kingdom;77;Infants;1;2;Vegetables;10486258;Fresh Vegetables;10486260;13,823;1,501
Belgium;22;Adolescents;7;2;Fish and Seafood;10488027;Fish;10488273;13,8;0,221
Sweden;193;Adolescents;7;2;Vegetables;10486258;Legumes;10486507;13,8;0,348
Denmark;58;Adults;10;2;Fruits and fruit products;10487162;Processed Fruit;10487476;13,788;0,193
Bulgaria;24;Adults;10;2;Vegetables;10486258;Legumes;10486507;13,788;0,182
Italy;108;Adolescents;7;2;Vegetables;10486258;Roots and Tubers Vegetables;10486543;13,774;0,277
Finland;70;Adults;10;2;Vegetables;10486258;Edible Flowers;10486301;13,773;0,182
United Kingdom;77;Very_elderly;13;2;Fish and Seafood;10488027;Seafood;10488301;13,66;0,186
Portugal;180;Adolescents;7;2;Meat and meat products;10487577;Other meat products;10487831;13,644;0,258
Portugal;180;Infants;1;2;Fish and Seafood;10488027;Processed Fish and Seafood;10490580;13,591;1,45
United Kingdom;77;Adolescents;7;2;Fruits and fruit products;10487162;Processed Fruit;10487476;13,567;0,263
Portugal;180;Adolescents;7;2;Alcoholic beverages;10489503;Spirit Drinks and Liquers;10490639;13,556;0,243
Sweden;193;Very_elderly;13;2;Alcoholic beverages;10489503;Mixed Alcoholic Drinks;10489589;13,5;0,154
Estonia;63;Adolescents;7;2;Vegetables;10486258;Fresh Vegetables;10486585;13,477;0,249
Denmark;58;Infants;1;2;Meat and meat products;10487577;Unprocessed Meat;10501073;13,456;1,456
Portugal;180;Adolescents;7;2;Vegetables;10486258;Fresh Vegetables;10486260;13,448;0,275
Portugal;180;Elderly;12;2;Vegetables;10486258;Other Vegetable products;10486636;13,437;0,182
France;75;Elderly;12;2;Vegetables;10486258;Fresh Vegetables;10486607;13,429;0,172
Spain;67;Elderly;12;2;Vegetables;10486258;Edible Flowers;10486301;13,391;0,187
Germany;56;Adolescents;7;2;Meat and meat products;10487577;Unprocessed Meat;10487725;13,387;0,376
Denmark;58;Infants;1;2;Vegetables;10486258;Roots and Tubers Vegetables;10486543;13,385;1,491
United Kingdom;77;Very_elderly;13;2;Vegetables;10486258;Other Vegetable products;10486636;13,339;0,19
Austria;14;Adolescents;7;2;Meat and meat products;10487577;Other meat products;10488018;13,333;0,267
Portugal;180;Elderly;12;2;Meat and meat products;10487577;Other meat products;10488018;13,333;0,179
France;75;Very_elderly;13;2;Vegetables;10486258;Other Vegetable products;10486636;13,323;0,188
Denmark;58;Elderly;12;2;Vegetables;10486258;Fresh Vegetables;10486260;13,307;0,187
Spain;67;Adults;10;2;Vegetables;10486258;Processed Vegetables;10486762;13,305;0,19
Romania;185;Elderly;12;2;Alcoholic beverages;10489503;Spirit Drinks and Liquers;10490639;13,265;0,163
Denmark;58;Adolescents;7;2;Vegetables;10486258;Fresh Vegetables;10486393;13,258;0,263
Romania;185;Elderly;12;2;Vegetables;10486258;Fresh Vegetables;10486585;13,224;0,181
Finland;70;Infants;1;2;Vegetables;10486258;Fresh Vegetables;10486260;13,219;1,649
Finland;70;Infants;1;2;Meat and meat products;10487577;Unprocessed Meat;10501073;13,182;1,667
United Kingdom;77;Elderly;12;2;Meat and meat products;10487577;Unprocessed Meat;10487760;13,15;0,178
Latvia;132;Adolescents;7;2;Vegetables;10486258;Fresh Vegetables;10486666;13,125;0,385
Ireland;101;Adults;10;2;Vegetables;10486258;Other Vegetable products;10486636;13,086;0,181
Germany;56;Adolescents;7;2;Fish and Seafood;10488027;Seafood;10488301;13,062;0,347
Spain;67;Adolescents;7;2;Vegetables;10486258;Edible Flowers;10486301;13,008;0,274
Belgium;22;Adults;10;2;Meat and meat products;10487577;Processed Meat ;10487947;13;0,241
Poland;175;Very_elderly;13;2;Meat and meat products;10487577;Unprocessed Meat;10487675;12,999;0,201
France;75;Adolescents;7;2;Alcoholic beverages;10489503;Wine;10489530;12,998;0,24
Denmark;58;Adolescents;7;2;Fish and Seafood;10488027;Fish;10488028;12,998;0,265
Spain;67;Adolescents;7;2;Meat and meat products;10487577;Processed Meat ;10501078;12,969;0,218
France;75;Adults;10;2;Meat and meat products;10487577;Unprocessed Meat;10487725;12,968;0,192
Finland;70;Elderly;12;2;Vegetables;10486258;Edible Flowers;10486301;12,942;0,167
France;75;Elderly;12;2;Meat and meat products;10487577;Unprocessed Meat;10487725;12,941;0,182
Finland;70;Elderly;12;2;Vegetables;10486258;Edible Flowers;10486301;12,919;0,171
France;75;Adolescents;7;2;Vegetables;10486258;Other Vegetable products;10486636;12,91;0,265
Finland;70;Adults;10;2;Meat and meat products;10487577;Other meat products;10487831;12,909;0,174
France;75;Elderly;12;2;Vegetables;10486258;Fresh Vegetables;10486607;12,888;0,162
Italy;108;Adults;10;2;Meat and meat products;10487577;Other meat products;10487831;12,886;0,193
Latvia;132;Very_elderly;13;2;Vegetables;10486258;Edible Flowers;10486301;12,879;0,164
Spain;67;Adolescents;7;2;Fish and Seafood;10488027;Seafood;10488301;12,868;0,244
Poland;175;Adults;10;2;Vegetables;10486258;Fresh Vegetables;10486585;12,804;0,178
Romania;185;Elderly;12;2;Vegetables;10486258;Processed Vegetables;10486762;12,796;0,183
Romania;185;Elderly;12;2;Meat and meat products;10487577;Processed Meat ;10490573;12,786;0,177
Denmark;58;Adolescents;7;2;Fish and Seafood;10488027;Fish;10488028;12,777;0,261
Hungary;99;Adults;10;2;Vegetables;10486258;Other Vegetable products;10486636;12,768;0,18
Germany;56;Adolescents;7;2;Fish and Seafood;10488027;Seafood;10488301;12,763;0,197
France;75;Adults;10;2;Alcoholic beverages;10489503;Spirit Drinks and Liquers;10490639;12,708;0,164
United Kingdom;77;Adults;10;2;Vegetables;10486258;Processed Vegetables;10486762;12,683;0,17
Sweden;193;Very_elderly;13;2;Vegetables;10486258;Fresh Vegetables;10486393;12,676;0,179
Italy;108;Adults;10;2;Fruits and fruit products;10487162;Processed Fruit;10487476;12,635;0,188
Sweden;193;Adolescents;7;2;Vegetables;10486258;Processed Vegetables;10486762;12,628;0,308
France;75;Elderly;12;2;Vegetables;10486258;Edible Flowers;10486301;12,616;0,184
France;75;Very_elderly;13;2;Fish and Seafood;10488027;Processed Fish and Seafood;10490580;12,603;0,183
France;75;Adolescents;7;2;Fish and Seafood;10488027;Seafood;10488439;12,6;0,268
Sweden;193;Adults;10;2;Vegetables;10486258;Fresh Vegetables;10486393;12,591;0,178
Netherlands;162;Very_elderly;13;2;Water and water based drinks;10489266;Beverages Concentrates;10490623;12,564;0,167
Estonia;63;Infants;1;2;Fish and Seafood;10488027;Processed Fish and Seafood;10490580;12,495;1,315
Bulgaria;24;Adults;10;2;Vegetables;10486258;Fresh Vegetables;10486585;12,493;0,187
France;75;Elderly;12;2;Vegetables;10486258;Other Vegetable products;10486636;12,489;0,172
France;75;Adults;10;2;Vegetables;10486258;Processed Vegetables;10486762;12,47;0,187
Estonia;63;Adolescents;7;2;Meat and meat products;10487577;Other meat products;10487831;12,396;0,299
Denmark;58;Elderly;12;2;Fish and Seafood;10488027;Processed Fish and Seafood;10490580;12,367;0,173
Belgium;22;Adolescents;7;2;Vegetables;10486258;Fresh Vegetables;10486607;12,347;0,211
Estonia;63;Elderly;12;2;Vegetables;10486258;Fresh Vegetables;10486585;12,33;0,165
Finland;70;Infants;1;2;Fruits and fruit products;10487162;Processed Fruit;10487476;12,327;1,548
Portugal;180;Very_elderly;13;2;Meat and meat products;10487577;Unprocessed Meat;10487675;12,327;0,169
United Kingdom;77;Adults;10;2;Meat and meat products;10487577;Unprocessed Meat;10487795;12,299;0,187
Portugal;180;Very_elderly;13;2;Fruits and fruit products;10487162;Processed Fruit;10487476;12,283;0,172
United Kingdom;77;Infants;1;2;Meat and meat products;10487577;Processed Meat ;10487951;12,262;1,289
Denmark;58;Adolescents;7;2;Meat and meat products;10487577;Unprocessed Meat;10487725;12,262;0,228
Denmark;58;Very_elderly;13;2;Meat and meat products;10487577;Unprocessed Meat;10487725;12,262;0,179
Estonia;63;Adolescents;7;2;Vegetables;10486258;Legumes;10486507;12,256;0,311
Finland;70;Adults;10;2;Fish and Seafood;10488027;Seafood;10488439;12,245;0,173
France;75;Infants;1;2;Meat and meat products;10487577;Processed Meat ;10487951;12,222;1,364
Denmark;58;Very_elderly;13;2;Vegetables;10486258;Fresh Vegetables;10486260;12,217;0,176
Ireland;101;Elderly;12;2;Vegetables;10486258;Fresh Vegetables;10486585;12,214;0,166
Spain;67;Adolescents;7;2;Alcoholic beverages;10489503;Wine;10489530;12,191;0,186
